region,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
North West,Female,High School or Below,742159.35,47406.0,94.0,1,Personal Auto,Four-Door Car,287.149807
West Region,Male,Bachelor,445811.34,17622.0,65.0,1,Personal Auto,Four-Door Car,312.0
North West,Female,College,1447612.49,27572.0,124.0,0,Corporate Auto,SUV,595.2
North West,Female,College,493688.84,0.0,72.0,2,Personal Auto,Two-Door Car,391.636628
North West,Female,Bachelor,452527.65,32802.0,114.0,0,Personal Auto,SUV,547.2
East,Female,Master,558176.13,62739.0,70.0,0,Personal Auto,Two-Door Car,239.328571
West Region,Female,Bachelor,1413434.74,90844.0,118.0,0,Personal Auto,SUV,232.674417
Central,Female,High School or Below,2472318.31,44685.0,69.0,0,Personal Auto,Four-Door Car,331.2
West Region,Female,Bachelor,283806.78,0.0,80.0,0,Personal Auto,Four-Door Car,336.50961
West Region,Female,High School or Below,384848.36,42589.0,98.0,0,Corporate Auto,Four-Door Car,470.4
North West,Male,Bachelor,1950447.39,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
East,Female,Bachelors,248004.59,93383.0,62.0,0,Corporate Auto,Two-Door Car,244.212286
Central,Female,High School or Below,436137.29,79583.0,109.0,2,Personal Auto,Four-Door Car,523.2
Central,Female,High School or Below,252907.75,89129.0,64.0,0,Personal Auto,Four-Door Car,328.870868
Central,Male,College,250444.48,0.0,69.0,0,Personal Auto,Four-Door Car,496.8
North West,Female,Bachelor,864970.06,94389.0,107.0,0,Corporate Auto,SUV,85.063708
North West,Female,College,1366835.53,0.0,197.0,0,Personal Auto,SUV,1418.4
North West,Female,High School or Below,2063508.46,84106.0,64.0,0,Personal Auto,Two-Door Car,334.408717
Central,Female,College,251753.36,0.0,69.0,0,Personal Auto,Four-Door Car,42.096415
West Region,Female,High School or Below,532667.77,76717.0,66.0,0,Personal Auto,Two-Door Car,300.528579
Central,Male,High School or Below,260027.21,51978.0,66.0,0,Corporate Auto,Four-Door Car,144.782152
North West,Female,Bachelor,853479.28,47325.0,107.0,0,Personal Auto,SUV,64.598216
North West,Male,High School or Below,882883.5,86721.0,111.0,0,Corporate Auto,SUV,532.8
Central,Female,Bachelor,224844.96,24910.0,63.0,1,Personal Auto,Four-Door Car,347.857619
East,Female,Bachelor,1230276.24,43817.0,62.0,1,Personal Auto,Four-Door Car,245.447622
North West,Male,High School or Below,455659.3,0.0,73.0,2,Personal Auto,Four-Door Car,525.6
North West,Female,Bachelor,253070.51,89451.0,63.0,0,Corporate Auto,Four-Door Car,61.769564
West Region,Male,College,525198.4,59537.0,66.0,0,Personal Auto,Two-Door Car,316.8
North West,Male,High School or Below,674311.93,0.0,199.0,0,Personal Auto,Luxury Vehicle,955.2
North West,Male,College,1401472.13,54193.0,117.0,0,Corporate Auto,SUV,720.752945
North West,Male,College,943891.56,86946.0,118.0,0,Personal Auto,Four-Door Car,340.656963
West Region,Female,Bachelor,1050677.17,0.0,92.0,0,Personal Auto,Four-Door Car,546.524896
Central,Female,High School or Below,421391.86,12160.0,109.0,0,Personal Auto,Four-Door Car,489.411833
West Region,Male,College,477368.64,33701.0,63.0,0,Personal Auto,Four-Door Car,171.325856
East,Female,Bachelor,544142.01,85702.0,67.0,0,Personal Auto,Two-Door Car,249.085887
West Region,Male,Bachelor,284226.69,69417.0,73.0,1,Personal Auto,Four-Door Car,30.874869
North West,Male,Master,305955.03,38644.0,78.0,1,Personal Auto,Four-Door Car,361.455219
West Region,Female,High School or Below,2031499.76,63209.0,102.0,2,Personal Auto,SUV,207.320041
Central,Female,Bachelor,323912.47,16061.0,88.0,0,Personal Auto,Four-Door Car,633.6
West Region,Female,Master,462680.11,79487.0,114.0,0,Special Auto,SUV,547.2
West Region,Female,College,899704.02,54230.0,112.0,0,Personal Auto,Two-Door Car,537.6
,,,182071.51761459207,,110.39314648565798,,,,430.4804115177334
North West,Female,College,2580706.3,71210.0,214.0,1,Personal Auto,Luxury Vehicle,1027.2
Central,Female,College,380812.21,94903.0,94.0,0,Corporate Auto,Two-Door Car,451.2
Central,Male,Bachelor,761413.8,27293.0,96.0,0,Personal Auto,Two-Door Car,469.030907
West Region,Female,Master,689845.53,70950.0,171.0,0,Personal Auto,Sports Car,565.929394
North West,Male,College,229837.92,0.0,63.0,0,Corporate Auto,Four-Door Car,302.4
North West,Female,Doctor,280669.61,37009.0,71.0,0,Corporate Auto,Two-Door Car,145.673348
Central,Male,College,520611.82,52629.0,65.0,0,Personal Auto,Four-Door Car,136.684141
West Region,Female,Bachelor,4570865.34,31264.0,198.0,1,Personal Auto,Luxury Vehicle,825.657746
North West,Female,College,800734.91,65473.0,67.0,0,Personal Auto,Four-Door Car,277.685667
East,Female,Bachelors,548254.94,79325.0,68.0,0,Corporate Auto,Four-Door Car,251.294821
North West,Male,High School or Below,246323.68,99144.0,61.0,0,Corporate Auto,Four-Door Car,292.8
West Region,Male,College,549894.07,22520.0,73.0,0,Corporate Auto,Four-Door Car,350.4
Central,Female,Bachelor,524382.8,36615.0,65.0,0,Special Auto,Four-Door Car,264.563772
East,Female,Bachelors,328045.73,63297.0,82.0,0,Personal Auto,Four-Door Car,251.756739
Central,Female,High School or Below,488654.43,76374.0,61.0,0,Personal Auto,Four-Door Car,292.8
East,Female,Bachelors,512348.5,72096.0,6464.0,0,Personal Auto,Two-Door Car,252.330905
Central,Male,Master,547955.51,56005.0,68.0,1,Personal Auto,Four-Door Car,326.4
East,Female,Master,476215.7,36529.0,118.0,0,Personal Auto,SUV,255.005116
North West,Female,Bachelor,828767.93,81367.0,103.0,0,Special Auto,SUV,415.768941
West Region,Female,Bachelor,988665.64,44817.0,83.0,0,Personal Auto,Four-Door Car,527.421579
North West,Female,High School or Below,271291.56,58508.0,69.0,0,Personal Auto,Two-Door Car,57.614392
North West,Male,Bachelor,1047767.63,45259.0,138.0,0,Personal Auto,SUV,272.217171
West Region,Male,Doctor,343613.43,30817.0,88.0,0,Personal Auto,Four-Door Car,91.834668
North West,Female,High School or Below,259618.52,0.0,72.0,0,Personal Auto,Two-Door Car,345.6
West Region,Male,Doctor,1273195.16,40870.0,105.0,0,Personal Auto,SUV,504.0
Central,Male,High School or Below,349414.79,35001.0,96.0,3,Personal Auto,Four-Door Car,460.8
Central,Female,College,759791.07,49937.0,64.0,0,Personal Auto,Two-Door Car,302.586407
North West,Female,Bachelor,401521.45,0.0,109.0,0,Personal Auto,Four-Door Car,523.2
West Region,Female,College,2047710.84,58317.0,73.0,0,Personal Auto,Four-Door Car,350.4
West Region,Female,High School or Below,816068.98,0.0,109.0,0,Personal Auto,SUV,523.2
Central,Male,High School or Below,1229868.63,17101.0,113.0,0,Corporate Auto,SUV,542.4
West Region,Female,College,871492.21,0.0,118.0,0,Corporate Auto,SUV,566.4
Central,Female,Bachelor,485353.42,0.0,65.0,0,Personal Auto,Four-Door Car,468.0
North West,Male,High School or Below,488094.64,24398.0,63.0,1,Personal Auto,Four-Door Car,302.4
North West,Male,College,231138.21,24641.0,61.0,0,Corporate Auto,Four-Door Car,294.92773
Central,Male,High School or Below,432709.89,69040.0,108.0,0,Corporate Auto,Sports Car,518.4
North West,Male,High School or Below,1229868.63,17101.0,113.0,0,Personal Auto,SUV,542.4
West Region,Female,High School or Below,832353.33,59886.0,104.0,0,Personal Auto,Sports Car,71.729298
North West,Female,Bachelor,1017971.7,14290.0,271.0,0,Personal Auto,Luxury Vehicle,1300.8
West Region,Female,College,776126.78,43137.0,96.0,0,Personal Auto,Two-Door Car,460.8
North West,Male,College,523989.09,27978.0,69.0,1,Personal Auto,Four-Door Car,447.911255
West Region,Female,Bachelor,451790.88,25261.0,118.0,0,Personal Auto,SUV,566.4
Central,Male,College,238977.41,58652.0,64.0,5,Personal Auto,Four-Door Car,307.2
Central,Female,College,413062.88,28321.0,111.0,0,Corporate Auto,SUV,537.391704
East,Female,College,269156.9,77411.0,67.0,0,Personal Auto,Four-Door Car,257.900458
North West,Male,College,522776.64,0.0,72.0,0,Corporate Auto,Four-Door Car,518.4
West Region,Female,Bachelor,618734.57,0.0,88.0,0,Personal Auto,Four-Door Car,633.6
Central,Male,College,511387.47,94415.0,127.0,1,Personal Auto,Sports Car,492.770321
North West,Male,High School or Below,1103931.62,0.0,103.0,0,Special Auto,SUV,1149.203884
Central,Female,Bachelor,3222708.39,45331.0,100.0,0,Personal Auto,SUV,572.635987
Central,Male,High School or Below,261196.59,53904.0,67.0,2,Personal Auto,Four-Door Car,321.6
West Region,Male,High School or Below,1337232.77,0.0,74.0,0,Personal Auto,Four-Door Car,811.086484
Central,Male,Bachelor,483898.19,0.0,70.0,2,Special Auto,Four-Door Car,336.0
North West,Male,High School or Below,472165.9,0.0,67.0,0,Personal Auto,Four-Door Car,482.4
North West,Male,College,387364.7,28142.0,105.0,0,Corporate Auto,Sports Car,701.708239
East,Male,Master,471855.85,15680.0,6464.0,0,Personal Auto,Four-Door Car,260.879903
North West,Male,Bachelor,1697979.76,35095.0,73.0,0,Personal Auto,Two-Door Car,525.6
North West,Female,College,1368171.18,55588.0,114.0,0,Personal Auto,SUV,547.2
Central,Female,Master,571722.19,52391.0,71.0,0,Personal Auto,Two-Door Car,409.763267
North West,Female,Bachelor,948659.64,42240.0,79.0,0,Personal Auto,Four-Door Car,46.386546
North West,Female,Bachelor,383914.37,70146.0,96.0,0,Personal Auto,Four-Door Car,157.440069
North West,Female,College,1121159.03,41121.0,94.0,0,Personal Auto,Four-Door Car,451.2
North West,Female,College,2580706.3,71210.0,214.0,1,Corporate Auto,Luxury Vehicle,1027.2
North West,Male,Bachelor,379832.17,0.0,107.0,1,Corporate Auto,Two-Door Car,1261.943541
Central,Female,High School or Below,281656.74,41228.0,71.0,0,Personal Auto,Four-Door Car,340.8
East,Male,Bachelors,502929.7,40113.0,67.0,3,Corporate Auto,Two-Door Car,262.047663
North West,Female,College,344496.75,0.0,91.0,0,Special Auto,Four-Door Car,596.050118
West Region,Female,Bachelor,285940.86,51790.0,71.0,0,Personal Auto,Four-Door Car,340.8
West Region,Male,High School or Below,269205.76,92593.0,68.0,0,Corporate Auto,Four-Door Car,8.44322
West Region,Male,High School or Below,1143173.09,28657.0,100.0,0,Personal Auto,SUV,588.742251
North West,Male,High School or Below,763588.33,30262.0,98.0,1,Personal Auto,Four-Door Car,499.22561
North West,Female,Master,980582.96,47197.0,81.0,0,Corporate Auto,Four-Door Car,76.112618
West Region,Female,Bachelor,680361.56,0.0,94.0,0,Personal Auto,Four-Door Car,451.2
North West,Female,Bachelor,710765.54,0.0,61.0,0,Personal Auto,Four-Door Car,541.561209
North West,Female,High School or Below,473518.45,0.0,134.0,0,Personal Auto,SUV,964.8
Central,Male,College,687432.67,22093.0,87.0,0,Corporate Auto,Two-Door Car,616.749885
Central,Male,College,241125.66,54483.0,61.0,0,Personal Auto,Two-Door Car,292.8
Central,Female,College,241654.24,18944.0,63.0,0,Personal Auto,Four-Door Car,125.274351
North West,Female,Bachelor,2398154.34,84365.0,66.0,0,Personal Auto,Four-Door Car,316.8
Central,Male,College,469216.52,0.0,64.0,0,Personal Auto,Four-Door Car,137.169296
West Region,Female,High School or Below,360093.43,25147.0,101.0,0,Corporate Auto,SUV,694.598288
Central,Male,High School or Below,266522.25,14315.0,71.0,0,Personal Auto,Four-Door Car,511.2
Central,Female,Master,766652.04,87864.0,94.0,0,Personal Auto,Two-Door Car,421.456547
West Region,Male,High School or Below,1667589.62,57844.0,85.0,1,Personal Auto,Four-Door Car,408.0
North West,Female,High School or Below,455085.6,17913.0,116.0,0,Personal Auto,Four-Door Car,556.8
Central,Female,High School or Below,1176393.57,28806.0,99.0,0,Special Auto,Four-Door Car,475.2
West Region,Male,High School or Below,1374253.72,90343.0,175.0,0,Personal Auto,SUV,833.072722
North West,Female,Master,1613841.63,79041.0,199.0,0,Personal Auto,Luxury Vehicle,419.26062
East,Male,Bachelor,729858.36,74069.0,63.0,2,Personal Auto,Two-Door Car,275.516438
West Region,Male,College,667373.77,85019.0,167.0,0,Personal Auto,Sports Car,801.6
West Region,Female,High School or Below,778212.68,70059.0,194.0,0,Personal Auto,Luxury Vehicle,253.740993
West Region,Female,College,1939321.15,70503.0,164.0,1,Corporate Auto,SUV,41.05291
West Region,Male,Bachelor,397413.82,0.0,117.0,0,Personal Auto,SUV,561.6
North West,Male,Bachelor,410558.1,39492.0,105.0,0,Personal Auto,SUV,756.0
Central,Male,College,230847.21,0.0,68.0,0,Corporate Auto,Four-Door Car,489.6
Central,Male,Bachelor,537291.45,50405.0,70.0,1,Personal Auto,Four-Door Car,7.069583
North West,Female,Doctor,550831.55,96021.0,68.0,0,Personal Auto,Two-Door Car,315.004602
North West,Male,High School or Below,239833.32,0.0,65.0,0,Personal Auto,Two-Door Car,422.947888
West Region,Male,High School or Below,372883.01,0.0,105.0,0,Personal Auto,Four-Door Car,756.0
North West,Male,College,275849.86,65794.0,69.0,1,Personal Auto,Four-Door Car,277.27294
North West,Male,Bachelor,370393.03,21975.0,95.0,0,Corporate Auto,Four-Door Car,456.0
West Region,Male,High School or Below,937284.36,0.0,126.0,0,Personal Auto,SUV,604.8
North West,Female,Bachelor,499158.45,56649.0,125.0,0,Special Auto,SUV,780.090361
East,Female,Master,503986.93,35984.0,128.0,3,Personal Auto,SUV,275.577631
West Region,Male,Bachelor,275997.83,92296.0,69.0,0,Corporate Auto,Two-Door Car,331.2
North West,Female,Bachelor,799300.4,39448.0,103.0,3,Personal Auto,Four-Door Car,66.020788
West Region,Female,Bachelor,523557.35,71794.0,131.0,0,Personal Auto,SUV,457.471225
West Region,Female,High School or Below,263301.18,21861.0,69.0,0,Personal Auto,Four-Door Car,348.278032
North West,Female,College,276480.23,31591.0,72.0,4,Corporate Auto,Four-Door Car,240.241499
Central,Female,Bachelor,808484.64,60662.0,68.0,0,Special Auto,Two-Door Car,326.4
West Region,Female,College,268517.77,20608.0,73.0,0,Personal Auto,Four-Door Car,350.4
West Region,Female,Master,1220812.0,21331.0,103.0,0,Personal Auto,SUV,419.062661
Central,Female,College,2009043.87,0.0,66.0,1,Corporate Auto,Four-Door Car,252.149798
East,Male,Master,513341.48,53390.0,6464.0,0,Personal Auto,Four-Door Car,278.999409
North West,Male,Doctor,249131.7,36631.0,62.0,0,Corporate Auto,Four-Door Car,67.530904
West Region,Male,High School or Below,631459.68,0.0,87.0,0,Personal Auto,Four-Door Car,417.6
North West,Male,College,1622964.89,26030.0,139.0,1,Corporate Auto,Sports Car,667.2
Central,Male,College,516178.99,0.0,70.0,0,Personal Auto,Four-Door Car,469.491537
Central,Male,Bachelor,398226.61,0.0,113.0,0,Personal Auto,SUV,542.4
Central,Male,Bachelor,1347318.57,25302.0,70.0,1,Personal Auto,Four-Door Car,336.0
East,Female,Master,277832.39,66030.0,69.0,1,Personal Auto,Four-Door Car,282.153792
North West,Male,High School or Below,827644.42,0.0,82.0,0,Personal Auto,Four-Door Car,590.4
Central,Male,Bachelor,1434985.99,73222.0,180.0,0,Personal Auto,SUV,821.51673
West Region,Female,College,587819.93,22061.0,74.0,0,Personal Auto,Four-Door Car,355.2
Central,Female,High School or Below,266605.45,86321.0,66.0,0,Personal Auto,Four-Door Car,316.8
North West,Male,Bachelor,534568.1,54668.0,68.0,1,Personal Auto,Four-Door Car,326.4
Central,Female,High School or Below,477712.16,0.0,62.0,0,Personal Auto,Four-Door Car,297.6
West Region,Male,High School or Below,1697374.02,69497.0,142.0,0,Personal Auto,SUV,92.286763
North West,Male,High School or Below,251811.21,86617.0,63.0,0,Personal Auto,Four-Door Car,188.325603
Central,Female,Master,1916098.99,22705.0,239.0,0,Personal Auto,Luxury Vehicle,1294.700423
East,Female,High School or Below,3286440.46,90783.0,104.0,2,Personal Auto,SUV,285.745227
North West,Male,Bachelor,396481.3,88410.0,99.0,0,Corporate Auto,Four-Door Car,475.2
West Region,Female,Bachelor,491177.31,0.0,69.0,0,Personal Auto,Four-Door Car,496.8
North West,Female,College,780531.29,21073.0,106.0,1,Personal Auto,SUV,508.8
Central,Female,College,720066.49,0.0,66.0,0,Personal Auto,Four-Door Car,316.8
North West,Male,College,538949.95,66429.0,136.0,0,Personal Auto,Sports Car,57.712985
West Region,Female,Doctor,324131.42,66889.0,80.0,0,Personal Auto,Four-Door Car,294.319428
West Region,Male,Bachelor,552821.28,36088.0,72.0,0,Corporate Auto,Four-Door Car,345.6
East,Male,Master,299302.46,0.0,80.0,0,Corporate Auto,Four-Door Car,286.115778
Central,Male,Bachelor,707665.32,0.0,68.0,0,Corporate Auto,Two-Door Car,489.6
West Region,Female,College,370038.5,17557.0,96.0,0,Personal Auto,Four-Door Car,666.724937
West Region,Female,College,532883.59,81064.0,70.0,4,Personal Auto,Two-Door Car,42.238585
Central,Female,High School or Below,483887.71,0.0,66.0,0,Personal Auto,Four-Door Car,700.331425
East,Female,Master,341720.5,42526.0,86.0,0,Personal Auto,Two-Door Car,287.5426
West Region,Female,Doctor,787992.9,45703.0,98.0,0,Personal Auto,Two-Door Car,470.4
West Region,Female,Bachelor,786943.24,40036.0,65.0,0,Personal Auto,Four-Door Car,48.828732
West Region,Male,Bachelor,258680.72,0.0,71.0,0,Personal Auto,Four-Door Car,191.640085
Central,Male,High School or Below,728678.91,65870.0,61.0,1,Personal Auto,Four-Door Car,202.847644
West Region,Female,Bachelor,1179799.21,91469.0,100.0,2,Personal Auto,SUV,418.864555
West Region,Male,High School or Below,938675.3,42090.0,119.0,0,Corporate Auto,SUV,203.352239
North West,Female,Doctor,630892.24,21368.0,79.0,0,Corporate Auto,Four-Door Car,4.61262
East,Female,Bachelors,860915.82,79090.0,107.0,0,Personal Auto,SUV,289.040734
North West,Female,Bachelor,1542801.04,33879.0,98.0,0,Corporate Auto,Two-Door Car,470.4
Central,Male,High School or Below,563079.3,72874.0,70.0,0,Special Auto,Four-Door Car,336.0
West Region,Male,High School or Below,1813118.87,0.0,82.0,1,Personal Auto,Four-Door Car,393.6
West Region,Female,Bachelor,808721.95,0.0,110.0,0,Personal Auto,Two-Door Car,550.825934
Central,Male,College,1845357.63,72215.0,66.0,0,Personal Auto,Four-Door Car,247.911872
West Region,Female,Bachelor,521751.33,39854.0,66.0,0,Corporate Auto,Two-Door Car,261.930545
North West,Male,College,483578.32,36655.0,61.0,0,Personal Auto,Four-Door Car,295.223164
North West,Female,High School or Below,559712.5,37995.0,139.0,0,Personal Auto,SUV,667.2
West Region,Female,High School or Below,892046.4,40867.0,112.0,0,Corporate Auto,Two-Door Car,537.6
North West,Female,Bachelor,599541.1,28804.0,78.0,0,Personal Auto,Two-Door Car,76.025368
West Region,Female,High School or Below,3849694.7,48409.0,124.0,0,Special Auto,SUV,345.211703
West Region,Male,High School or Below,838263.01,19683.0,117.0,1,Personal Auto,Sports Car,561.6
East,,College,244366.52,92834.0,61.0,0,Special Auto,Four-Door Car,292.8
East,Female,High School or Below,247225.39,62006.0,61.0,0,Personal Auto,Four-Door Car,292.8
West Region,Female,High School or Below,540551.84,67241.0,68.0,1,Personal Auto,Two-Door Car,5.674809
West Region,Male,High School or Below,935247.9,75436.0,78.0,0,Personal Auto,Four-Door Car,9.747443
Central,Female,College,433987.11,91761.0,109.0,2,Personal Auto,SUV,779.052276
West Region,Female,College,1772376.4,25771.0,222.0,0,Personal Auto,Luxury Vehicle,1253.984948
North West,Male,College,750745.54,60920.0,64.0,0,Personal Auto,Two-Door Car,231.201886
